"Happiness","FoMO","Neuroticism","Disinhibition","Openness","LifeSatisfaction","Honesty","CyberbullyingVictim","OnlineGamingAddiction","SocialMediaAddiction","SocialAddiction_Communication","SocialAddiction_ProblematicUse","SocialAddiction_Information","Target"
-1.5797862376663,0.830832767825542,1.2034622283657,-2.42496723817801,-0.31980633950905,-0.72245237152931,-2.14720664236363,1.40923300294614,2.12304589749745,0.490216200608351,1.4490657714432,2.03598340010887,0.929706632587249,0
0.765584489426303,0.58472402073596,0.122311950614299,1.81264273489226,0.972756720267467,0.189828046600813,0.675064435623617,0.807118877342287,0.507341186897446,0.696381892452984,1.13362327652023,0.146913325467654,0.929706632587249,1
-0.203155593503248,-1.19989216746086,0.122311950614299,0.251418007971634,-1.55587930604773,0.493921519310855,0.110610220026166,-1.64586415936326,-0.866830697079738,-0.74677795045945,-0.945429530926609,-1.11720123575842,-0.961018588403327,1
0.69760272922072,1.01387902530573,-1.82375854933822,1.81264273489226,0.483633883450516,1.40620193744098,1.23951865122107,2.8022940697844,-0.866830697079738,2.55187311905469,3.843561073813,3.14385908298116,1.12217566705934,1
0.612625528963742,0.628572340427817,-1.39129843823766,0.697482215663241,0.972756720267467,-1.02654584423935,0.110610220026166,-0.0917051601779595,0.894938130645373,-0.334446566770183,0.646121238912005,1.09855012998616,-0.394933192897167,1
-1.46081815730653,-1.514433509697,-0.526378216036539,-1.5328388227948,-0.31980633950905,-1.02654584423935,-0.171616887772558,-1.24768321032082,1.94386288662924,-1.36527502599335,-0.142484998395416,-0.492245722343282,-1.1421659149653,1
-1.5797862376663,0.15588631600565,0.122311950614299,-0.417678303565778,0.732412714129937,-1.33063931694939,-2.14720664236363,0.299662497222272,0.419775353421168,0.902547584297618,0.646121238912005,0.303152203821439,0.363621237081089,0
-1.5797862376663,1.48416677323755,1.85215239501654,-1.08677461510319,0.483633883450516,-2.8511066804996,-1.86497953456491,3.03667978475991,-0.866830697079738,2.55187311905469,3.1983377887433,3.93925700914588,1.12217566705934,0
1.1734750506598,-1.05101769000404,-0.742608271586818,0.474450111817437,0.732412714129937,1.10210846473094,0.392837327824892,-1.71536778967368,-0.866830697079738,-1.15910933414872,-1.26087202584958,-0.960962357404635,-1.1421659149653,1
-0.407100874119996,-1.11653497569684,0.771002117265138,0.474450111817437,0.483633883450516,-1.93882626236947,0.110610220026166,0.438993672903807,0.419775353421168,0.284050508763717,-0.615648740779869,-0.648484600697066,-0.202464158425072,1
-0.526068954479765,0.92335079155636,0.554772061714858,0.697482215663241,0.972756720267467,-0.418358898819269,-0.453843995571284,-0.515723137053007,-0.866830697079738,-0.12828087492555,-0.615648740779869,-0.804723479050851,-0.768549553931233,1
-3.04139408208632,1.48416677323755,1.85215239501654,-1.5328388227948,-0.0417523019532264,1.40620193744098,-0.453843995571284,1.59507352923057,-0.866830697079738,1.31487896798688,1.76450826636617,0.771868838882792,0.737237598115155,0
0.357693928192808,0.628572340427817,1.85215239501654,-0.417678303565778,-0.31980633950905,-1.63473278965943,-1.30052531896746,0.764325330651763,-0.866830697079738,1.52104465983152,0.646121238912005,1.09855012998616,-0.202464158425072,1
1.88728353281841,-0.187150513497189,-2.0399886048885,1.14354642335485,-2.64872580148067,-2.8511066804996,-0.736071103370008,0.346531674980662,1.14811160593951,-0.12828087492555,0.488399991450521,0.459391082175223,-0.768549553931233,1
-0.458087194274183,1.59829724337625,-1.39129843823766,-1.08677461510319,0.732412714129937,-2.54701320778956,1.23951865122107,0.204607957928293,0.96180339479248,-0.12828087492555,-0.142484998395416,0.146913325467654,0.737237598115155,1
0.238725847833038,-0.432427691910151,0.338542006164579,0.697482215663241,0.732412714129937,0.798014992020896,0.675064435623617,-1.50964343077164,-0.866830697079738,-1.15910933414872,-0.945429530926609,-1.11720123575842,-1.70825131047146,1
-0.933959515713261,-1.11653497569684,-0.958838327137098,0.474450111817437,-0.0417523019532264,-0.418358898819269,-0.171616887772558,-1.71536778967368,-0.866830697079738,-0.952943642304083,-0.142484998395416,-1.11720123575842,-0.768549553931233,1
-0.339119113914413,0.381549971016656,0.122311950614299,0.697482215663241,-0.0417523019532264,-0.418358898819269,0.675064435623617,0.204607957928293,1.32107337342969,1.31487896798688,0.330678743989037,0.459391082175223,0.929706632587249,1
-1.46081815730653,-1.35422556627635,-0.31014816048626,-1.9789030304864,0.972756720267467,1.10210846473094,1.52174575901979,-0.352545400492383,0.894938130645373,-0.952943642304083,0.818180781597261,-1.11720123575842,-1.90072034494355,1
-1.1718956764328,0.106796539514783,0.771002117265138,0.474450111817437,0.972756720267467,0.798014992020896,1.80397286681852,-0.571300409249462,-0.866830697079738,0.077884816919084,0.330678743989037,-0.492245722343282,-1.33463494943739,1
-0.169164713400457,0.0446181471196451,-0.526378216036539,-1.30980671894899,-2.26541790203299,-0.114265426109228,-0.453843995571284,-0.799890343907788,0.825372999153778,-0.334446566770183,1.13362327652023,-0.321803309593699,0.363621237081089,1
-0.220151033554644,0.778541404350156,-0.0939181049359799,-2.20193513433221,0.483633883450516,1.10210846473094,0.392837327824892,1.09699562316593,-0.866830697079738,0.696381892452984,0.646121238912005,0.459391082175223,0.171152202608994,1
0.476662008552577,-1.77643632373345,-0.742608271586818,-0.417678303565778,-0.910937687192464,0.493921519310855,0.675064435623617,-0.978339172391373,1.20599162462581,-0.952943642304083,-0.142484998395416,-0.321803309593699,0.171152202608994,1
-1.98767679889979,2.01050506097604,-0.0939181049359799,-0.417678303565778,-1.2260770884315,-0.418358898819269,-1.58275242676618,0.933380337399742,1.61412616542544,-0.952943642304083,2.56745279889736,2.83138132627359,0.737237598115155,0
-1.22288199658699,-0.768190400224762,-0.742608271586818,-1.5328388227948,-0.0417523019532264,-1.93882626236947,0.957291543422342,-1.71536778967368,0.419775353421168,-1.15910933414872,-1.26087202584958,-1.11720123575842,-0.576080519459138,1
1.47939297158492,-0.560642699005336,-1.39129843823766,0.474450111817437,0.972756720267467,2.01438888286106,1.52174575901979,-0.515723137053007,-0.866830697079738,-1.15910933414872,-1.10315077838809,-0.804723479050851,-1.33463494943739,1
-0.696023354993722,-0.768190400224762,-0.958838327137098,-0.863742511257386,0.22580659054574,-0.114265426109228,0.110610220026166,0.252357320853527,-0.866830697079738,0.696381892452984,-0.300206245856901,-0.165564431239915,0.171152202608994,1
0.833566249631886,0.725592270637107,-0.742608271586818,1.81264273489226,0.972756720267467,-0.114265426109228,0.392837327824892,1.13708994220959,-0.866830697079738,0.490216200608351,0.330678743989037,0.928107717236576,0.171152202608994,1
-2.10664487925956,1.56350861042924,0.771002117265138,-0.863742511257386,0.972756720267467,-0.72245237152931,0.675064435623617,2.4445886190553,1.0261705526529,2.13954173536542,0.488399991450521,2.51890356956602,0.171152202608994,0
0.238725847833038,-0.432427691910151,-1.39129843823766,-0.417678303565778,-1.2260770884315,-1.02654584423935,-1.86497953456491,0.438993672903807,1.56861589947213,0.284050508763717,0.975902029058745,-0.321803309593699,0.363621237081089,1
-1.98767679889979,-0.432427691910151,1.85215239501654,-1.7558709266406,-1.2260770884315,2.01438888286106,-1.58275242676618,-0.142813829460552,-0.866830697079738,1.72721035167615,-0.457927493318385,-1.11720123575842,-1.52710398390949,0
-2.27659927977352,1.86671648670155,1.2034622283657,-0.640710407411582,0.483633883450516,0.493921519310855,-0.453843995571284,1.21634250401458,-0.866830697079738,-0.952943642304083,-0.787708283465125,0.146913325467654,0.363621237081089,0
1.58136561189329,-0.308002851210423,-0.526378216036539,1.14354642335485,0.483633883450516,1.10210846473094,0.957291543422342,-1.78583454939908,-0.866830697079738,-0.540612258614816,0.330678743989037,-0.648484600697066,0.556090271553183,1
0.306707608038621,-0.768190400224762,-0.526378216036539,0.251418007971634,0.483633883450516,-1.33063931694939,0.957291543422342,-1.0597052248501,0.590671375443801,-0.540612258614816,-0.457927493318385,-0.804723479050851,0.737237598115155,1
0.595630088912346,-0.560642699005336,-0.31014816048626,0.474450111817437,0.483633883450516,0.189828046600813,0.675064435623617,-0.741772342311117,-0.866830697079738,0.284050508763717,-0.457927493318385,-0.492245722343282,0.171152202608994,1
-2.22561295961933,-0.829419125243651,-0.526378216036539,0.251418007971634,0.483633883450516,-0.114265426109228,-0.171616887772558,0.107742747513618,2.08928894264965,1.10871327614225,1.29134452398171,0.303152203821439,1.12217566705934,0
1.64934737209888,-0.633597742245084,1.41969228391598,1.36657852720065,0.972756720267467,-0.72245237152931,-1.01829821116873,-0.858680244797074,-0.866830697079738,-0.12828087492555,0.330678743989037,-0.648484600697066,0.363621237081089,1
-0.645037034839535,1.05349720601756,0.771002117265138,0.251418007971634,0.22580659054574,0.798014992020896,0.392837327824892,0.252357320853527,-0.866830697079738,-0.12828087492555,0.488399991450521,1.56726676504751,0.737237598115155,1
-1.5797862376663,0.682748128479269,1.41969228391598,-0.194646199719974,0.972756720267467,0.493921519310855,0.675064435623617,2.09300591027999,1.08821956114994,1.93337604352079,2.40973155143588,1.41102788669373,0.556090271553183,0
-0.0501966330406877,0.830832767825542,-0.958838327137098,0.251418007971634,-0.609212611982424,0.493921519310855,1.23951865122107,-0.918157762452839,0.752880763857392,-0.334446566770183,-1.10315077838809,-0.804723479050851,0.171152202608994,1
-0.645037034839535,-0.50317558629533,-0.31014816048626,0.251418007971634,-3.05394861541501,-1.63473278965943,-1.58275242676618,-0.194441377350681,-0.866830697079738,-0.74677795045945,-0.945429530926609,-0.648484600697066,-1.33463494943739,1
0.714598169272116,-0.362849237906813,-0.0939181049359799,-0.417678303565778,0.732412714129937,0.189828046600813,0.110610220026166,0.392972817741219,-0.866830697079738,-0.334446566770183,0.330678743989037,0.928107717236576,0.556090271553183,1
-0.11817839324627,-0.362849237906813,-0.958838327137098,-0.640710407411582,0.732412714129937,1.40620193744098,0.392837327824892,0.438993672903807,-0.866830697079738,-0.334446566770183,0.488399991450521,-0.00932555288613021,-0.00999512395297749,1
0.765584489426303,-1.05101769000404,-1.17506838268738,1.14354642335485,0.732412714129937,0.189828046600813,-0.171616887772558,-0.352545400492383,0.507341186897446,-0.74677795045945,-0.615648740779869,-1.11720123575842,-0.00999512395297749,1
0.187739527678851,0.628572340427817,-1.17506838268738,-0.863742511257386,-0.910937687192464,0.189828046600813,0.957291543422342,-0.0411050433022857,0.590671375443801,0.696381892452984,-0.945429530926609,-0.648484600697066,0.556090271553183,1
-0.0501966330406877,-0.50317558629533,-0.0939181049359799,-1.08677461510319,-2.64872580148067,-1.02654584423935,-0.453843995571284,-0.406358281372203,0.825372999153778,-0.540612258614816,0.172957496527552,-0.648484600697066,-0.576080519459138,1
-0.339119113914413,1.05349720601756,-0.0939181049359799,-1.08677461510319,-0.910937687192464,-0.418358898819269,-0.171616887772558,0.392972817741219,2.15615420679676,-0.74677795045945,0.488399991450521,-0.165564431239915,-0.202464158425072,1
1.41141121137934,-0.362849237906813,-1.17506838268738,0.251418007971634,-0.31980633950905,1.10210846473094,1.80397286681852,-1.12159568195268,-0.866830697079738,-0.74677795045945,-0.615648740779869,-1.11720123575842,-0.768549553931233,1
0.255721287884434,-1.11653497569684,-1.17506838268738,0.474450111817437,-0.609212611982424,0.493921519310855,0.110610220026166,-1.50964343077164,-0.866830697079738,-0.74677795045945,-1.10315077838809,-1.11720123575842,-0.576080519459138,1
0.952534329991655,-1.35422556627635,-1.39129843823766,0.474450111817437,0.22580659054574,0.798014992020896,1.80397286681852,-0.978339172391373,-0.866830697079738,-0.952943642304083,-0.945429530926609,-1.11720123575842,-1.1421659149653,1
1.88728353281841,0.872203131559648,0.338542006164579,0.920514319509045,-0.0417523019532264,0.798014992020896,-1.01829821116873,1.91337505650412,-0.866830697079738,0.696381892452984,1.13362327652023,2.19222227846265,1.49579202809341,1
2.00625161317818,1.32085057591123,-1.60752849378794,1.14354642335485,0.732412714129937,1.10210846473094,1.80397286681852,0.721168609492656,-0.866830697079738,1.93337604352079,0.646121238912005,0.615629960529008,1.49579202809341,1
